time,type
716,N
1868,N
2820,N
3832,N
4848,N
5752,N
6608,N
7496,N
8424,N
9320,N
10192,N
11020,N
11876,N
12768,N
13596,N
14368,N
15160,N
16047,N
16860,N
17764,N
18860,N
19948,N
20944,N
21860,N
22776,N
23708,N
24588,N
25364,N
26116,N
26852,N
27572,N
28324,N
29088,N
29876,N
30676,N
31448,N
32176,N
32876,N
33576,N
34248,N
34932,N
35644,N
36428,N
37264,N
38148,N
39080,N
40036,N
40868,N
41716,N
42596,N
43532,N
44512,N
45488,N
46356,N
47196,N
48116,N
49160,N
50244,N
51212,N
52128,N
53152,N
54232,N
55304,N
56216,N
57132,N
58092,N
59148,N
60212,N
61132,N
62080,N
63172,N
64268,N
65355,N
66276,N
67172,N
68060,N
68988,N
69856,N
70608,N
71368,N
72116,N
73000,N
74120,N
75112,N
76012,N
76828,N
77648,N
78056,+
78464,N
79296,N
80064,N
80852,N
81752,N
82724,N
83632,N
84564,N
85512,N
86484,N
87408,N
88296,N
89128,N
89976,N
90864,N
91744,N
92712,N
93760,N
94828,N
95884,N
96904,N
97888,N
98844,N
99836,N
100820,N
101704,N
102576,N
103532,N
104612,N
105652,N
106572,N
107436,N
108360,N
109396,N
110424,N
111404,N
112388,N
113372,N
114288,N
115108,N
115928,N
116800,N
117640,N
118532,N
119660,N
120764,N
121852,N
122892,N
123792,N
124664,N
125644,N
126736,N
127828,N
128848,N
129816,N
130888,N
132012,N
133120,N
134212,N
135276,N
136344,N
137436,N
138488,N
139500,N
140504,N
141508,N
142440,N
143404,N
144444,N
145524,N
146560,N
147620,N
148668,N
149608,N
150548,N
151556,N
152540,N
153492,N
154536,N
155604,N
156548,N
157508,N
158592,N
159680,N
160700,N
161744,N
162792,N
163292,+
163792,N
164840,N
165888,N
166828,N
167796,N
168836,N
169924,N
170920,N
171936,N
172972,N
174000,N
174960,N
175956,N
176996,N
177916,N
178880,N
179884,N
180864,N
181764,N
182724,N
183732,N
184692,N
185620,N
186652,N
187732,N
188740,N
189656,N
190628,N
191656,N
192672,N
193580,N
194528,N
195560,N
196608,N
197564,N
198484,N
199472,N
200516,N
201528,N
202444,N
203436,N
204492,N
205536,N
206480,N
207464,N
208496,N
209524,N
210528,N
211440,N
212428,N
213480,N
214536,N
215460,N
216416,N
217480,N
218560,N
219476,N
220304,N
221120,N
222416,N
223580,N
224624,N
225656,N
226772,N
227864,N
228956,N
229928,N
230888,N
231876,N
232876,N
233884,N
234928,N
235960,N
236936,N
237940,N
238948,N
239908,N
240952,N
241996,N
242948,N
243920,N
244964,N
245916,N
246888,N
248000,N
249088,N
250080,N
251144,N
252204,N
253204,N
