time,type
308,N
1184,N
2000,N
2764,N
3544,N
4268,N
5000,N
5748,N
6480,N
7232,N
8012,N
8788,N
9584,N
10320,N
11056,N
11824,N
12608,N
13336,N
14048,N
14768,N
15496,N
16219,N
16964,N
17752,N
18576,N
19412,N
20172,N
20944,N
21768,N
22572,N
23332,N
24084,N
24832,N
25556,N
26288,N
27048,N
27820,N
28560,N
29320,N
30108,N
30848,N
31552,N
32240,N
32908,N
33556,N
34216,N
34932,N
35700,N
36504,N
37388,N
38300,N
39116,N
39944,N
40808,N
41572,N
42312,N
43060,N
43832,N
44592,N
45380,N
46208,N
47004,N
47768,N
48544,N
49304,N
50036,N
50780,N
51520,N
52312,N
53100,N
53940,N
54772,N
55540,N
56308,N
57048,N
57760,N
58460,N
59172,N
59940,N
60676,N
61444,N
62244,N
63092,N
63860,N
64676,N
65480,N
66276,N
67008,N
67784,N
68616,N
69484,N
70264,N
71036,N
71820,N
72604,N
73336,N
74092,N
74888,N
75768,N
76540,N
77352,N
78224,N
79056,N
79804,N
80568,N
81336,N
82112,N
82856,N
83620,N
84384,N
85092,N
85772,N
86460,N
87144,N
87868,N
88732,N
89676,N
90444,N
91208,N
91976,N
92740,N
93468,N
94244,N
95064,N
95840,N
96632,N
97532,N
98416,N
99192,N
99972,N
100792,N
101620,N
102380,N
103176,N
104020,N
104872,N
105652,N
106472,N
107340,N
108176,N
108952,N
109760,N
110596,N
111388,N
112188,N
113044,N
113792,N
114548,N
115316,N
116064,N
116812,N
117620,N
118496,N
119312,N
120088,N
120828,N
121552,N
122276,N
123044,N
123828,N
124636,N
125420,N
126184,N
126928,N
127692,N
128515,N
129312,N
130044,N
130788,N
131572,N
132376,N
133128,N
133888,N
134724,N
135472,N
136184,N
136912,N
137640,N
138348,N
139048,N
139764,N
140512,N
141268,N
141976,N
142684,N
143404,N
144088,N
144764,N
145496,N
146284,N
147104,N
147928,N
148724,N
149512,N
150304,N
151040,N
151788,N
152580,N
153464,N
154264,N
155064,N
155940,N
156892,N
157776,N
158560,N
159368,N
160200,N
161012,N
161756,N
162524,N
163348,N
164156,N
164936,N
165748,N
166592,N
167516,N
168328,N
169120,N
169932,N
170752,N
171540,N
172320,N
173140,N
173964,N
174740,N
175544,N
176376,N
177212,N
177984,N
178792,N
179600,N
180412,N
181192,N
182012,N
182864,N
183656,N
184448,N
185292,N
186200,N
187000,N
187820,N
188648,N
189408,N
190184,N
190976,N
191784,N
192548,N
193368,N
194248,N
195128,N
195972,N
196844,N
197688,N
198476,N
199296,N
200120,N
200896,N
201700,N
202516,N
203328,N
204088,N
204884,N
205700,N
206484,N
207244,N
208024,N
208816,N
209576,N
210344,N
211096,N
211860,N
212600,N
213372,N
214188,N
215144,N
