time,type
512,N
1416,N
2320,N
3196,N
4075,N
4960,N
5828,N
6732,N
7600,N
8496,N
9400,N
10272,N
11132,N
11996,N
12856,N
13744,N
14596,N
15444,N
16303,N
17148,N
17972,N
18788,N
19588,N
20388,N
21184,N
21996,N
22840,N
23716,N
24620,N
25604,N
26568,N
27500,N
28404,N
29316,N
30264,N
31212,N
32124,N
33060,N
33984,N
34920,N
35832,N
36684,N
37548,N
38416,N
39268,N
40128,N
41020,N
41916,N
42836,N
43736,N
44660,N
45572,N
46496,N
47432,N
48356,N
49272,N
50168,N
51044,N
51916,N
52792,N
53648,N
54476,N
55312,N
56152,N
56964,N
57804,N
58696,N
59572,N
60460,N
61388,N
62332,N
63252,N
64180,N
65092,N
66004,N
66896,N
67788,N
68688,N
69572,N
70448,N
71340,N
72244,N
73156,N
74096,N
75004,N
75900,N
76752,N
77612,N
78496,N
79368,N
80244,N
81116,N
82020,N
82916,N
83776,N
84624,N
85460,N
86348,N
87248,N
88160,N
89048,N
89956,N
90828,N
91668,N
92468,N
93304,N
94156,N
95012,N
95856,N
96688,N
97500,N
98328,N
99144,N
99960,N
100776,N
101564,N
102372,N
103220,N
104092,N
104976,N
105888,N
106804,N
107720,N
108660,N
109608,N
110576,N
111500,N
112404,N
113300,N
114212,N
115100,N
115988,N
116864,N
117704,N
118520,N
119324,N
120144,N
120968,N
121776,N
122608,N
123476,N
124344,N
125232,N
126104,N
126996,N
127872,N
128776,N
129692,N
130600,N
131524,N
132424,N
133304,N
134176,N
135052,N
135932,N
136828,N
137744,N
138656,N
139584,N
140536,N
141468,N
142388,N
143296,N
144224,N
145116,N
146008,N
146932,N
147816,N
148692,N
149552,N
150404,N
151256,N
152112,N
152984,N
153864,N
154748,N
155644,N
156520,N
157400,N
158244,N
159080,N
159908,N
160752,N
161580,N
162384,N
163200,N
164044,N
164888,N
165748,N
166640,N
167508,N
168400,N
169292,N
170212,N
171152,N
172076,N
172992,N
173896,N
174784,N
175632,N
176500,N
177380,N
178252,N
179152,N
180056,N
180972,N
181896,N
182780,N
183652,N
184528,N
185396,N
186288,N
187168,N
188060,N
188960,N
189860,N
190748,N
191632,N
192496,N
193340,N
194204,N
195064,N
195936,N
196812,N
197660,N
198532,N
199412,N
200280,N
201152,N
202028,N
202888,N
203756,N
204600,N
205448,N
206300,N
207148,N
208028,N
208876,N
209732,N
210588,N
211428,N
212284,N
213136,N
213988,N
214860,N
215720,N
216576,N
217436,N
218280,N
219144,N
219988,N
220824,N
221696,N
222576,N
223428,N
224304,N
225156,N
225992,N
226852,N
227696,N
228528,N
229348,N
230156,N
230928,N
231720,N
232480,N
233268,N
234076,N
234928,N
235772,N
236616,N
237480,N
238324,N
239184,N
240040,N
240884,N
241736,N
242584,N
243444,N
244320,N
245192,N
246044,N
246876,N
247732,N
248588,N
249464,N
250316,N
251188,N
252036,N
252888,N
253744,N
254572,N
255420,N
256252,N
257116,N
257995,N
258860,N
259736,N
260616,N
261492,N
262364,N
263248,N
264112,N
264992,N
265844,N
266708,N
267588,N
268476,N
269356,N
270220,N
271084,N
271928,N
272756,N
273600,N
274440,N
275308,N
276188,N
277076,N
277944,N
278812,N
279636,N
280464,N
281296,N
282144,N
282976,N
283808,N
284632,N
285480,N
286316,N
287148,N
287996,N
288836,N
289700,N
290548,N
291380,N
292232,N
293088,N
293932,N
294780,N
295604,N
296404,N
297220,N
297992,N
298824,N
299664,N
300544,N
301416,N
302292,N
303188,N
304056,N
304960,N
305840,N
306732,N
307616,N
308492,N
309360,N
310212,N
311104,N
311980,N
312888,N
313796,N
314736,N
315700,N
316624,N
317544,N
318480,N
319408,N
320336,N
321260,N
322160,N
323072,N
323964,N
324880,N
325784,N
326656,N
327564,N
328444,N
329340,N
330236,N
331108,N
332000,N
332892,N
333796,N
334692,N
335580,N
336452,N
337316,N
338156,N
339004,N
339864,N
340704,N
341580,N
342444,N
343308,N
344164,N
344984,N
345800,N
346604,N
347428,N
348260,N
349076,N
349932,N
350816,N
351712,N
352636,N
353524,N
354404,N
355276,N
356132,N
357000,N
357876,N
358764,N
359680,N
360584,N
361496,N
362416,N
363372,N
364284,N
365216,N
366172,N
367140,N
368116,N
369044,N
369948,N
370852,N
371728,N
372592,N
373444,N
374300,N
375176,N
376028,N
376888,N
377736,N
378588,N
379440,N
380288,N
381164,N
382048,N
382924,N
383808,N
384676,N
385548,N
386424,N
387276,N
388144,N
389016,N
389880,N
390736,N
391616,N
392492,N
393376,N
394260,N
395132,N
396000,N
396856,N
397732,N
398584,N
399436,N
400240,N
401008,N
401768,N
402540,N
403332,N
404132,N
404952,N
405772,N
406592,N
407424,N
408224,N
409044,N
409868,N
410680,N
411532,N
412392,N
413248,N
414104,N
414964,N
415836,N
416692,N
417540,N
418416,N
419284,N
420148,N
420964,N
421752,N
422544,N
423400,N
424252,N
425072,N
425916,N
426764,N
427616,N
428460,N
429316,N
430168,N
431052,N
431944,N
432820,N
433696,N
434576,N
435424,N
436268,N
437124,N
437980,N
438824,N
439688,N
440552,N
441384,N
442256,N
443116,N
443980,N
444856,N
445748,N
446616,N
447512,N
448416,N
449292,N
450164,N
451004,N
451808,N
452648,N
453480,N
454300,N
455128,N
455944,N
456764,N
457592,N
458400,N
459236,N
460032,N
460828,N
461640,N
462452,N
463296,N
464124,N
464952,N
465768,N
466576,N
467376,N
468176,N
468980,N
469780,N
470592,N
471420,N
472240,N
473080,N
473900,N
474744,N
475556,N
476364,N
477172,N
477952,N
478740,N
479560,N
480364,N
481156,N
481956,N
482756,N
483584,N
484396,N
485196,N
485980,N
486768,N
487568,N
488368,N
489176,N
489976,N
490760,N
491548,N
492324,N
493104,N
493888,N
494680,N
495504,N
496332,N
497160,N
497988,N
498816,N
499644,N
500488,N
501320,N
502160,N
502996,N
503864,N
504732,N
505588,N
506484,N
507360,N
508244,N
509104,N
509960,N
510824,N
511676,N
512524,N
513364,N
514212,N
515059,N
515924,N
516784,N
517631,N
518452,N
519236,N
520032,N
520852,N
521707,N
522580,N
523452,N
