time,type
748,N
1584,N
2428,N
3328,N
4224,N
5120,N
6072,N
7004,N
7900,N
8840,N
9772,N
10600,N
11432,N
12288,N
13092,N
13892,N
14712,N
15560,N
16347,N
17144,N
17956,N
18780,N
19564,N
20356,N
21172,N
21972,N
22736,N
23536,N
24388,N
25240,N
26052,N
26896,N
27776,N
28668,N
29504,N
30372,N
31260,N
32171,N
33024,N
33900,N
34772,N
35596,N
36344,N
37072,N
37780,N
38504,N
39208,N
39908,N
40608,N
41300,N
41996,N
42684,N
43404,N
44172,N
44980,N
45816,N
46652,N
47476,N
48316,N
49180,N
50040,N
50884,N
51724,N
52576,N
53464,N
54400,N
55356,N
56268,N
57148,N
57976,N
58844,N
59680,N
60504,N
61380,N
62240,N
63108,N
63980,N
64860,N
65692,N
66464,N
67236,N
68024,N
68812,N
69604,N
70412,N
71252,N
72084,N
72924,N
73788,N
74648,N
75472,N
76244,N
77028,N
77836,N
78576,N
79300,N
80036,N
80836,N
81660,N
82492,N
83344,N
84152,N
84924,N
85740,N
86588,N
87440,N
88328,N
89216,N
90056,N
90920,N
91800,N
92688,N
93564,N
94392,N
95204,N
95964,N
96712,N
97428,N
98120,N
98804,N
99508,N
100256,N
101072,N
101908,N
102724,N
103572,N
104440,N
105272,N
106068,N
106884,N
107724,N
108540,N
109380,N
110264,N
111168,N
112008,N
112860,N
113724,N
114584,N
115400,N
116244,N
117136,N
118020,N
118888,N
119800,N
120716,N
121580,N
122448,N
123324,N
124192,N
125020,N
125876,N
126768,N
127660,N
128512,N
129380,N
130283,N
131144,N
132016,N
132908,N
133808,N
134656,N
135524,N
136400,N
137244,N
138084,N
138940,N
139800,N
140628,N
141516,N
142448,N
143336,N
144212,N
145108,N
145988,N
146776,N
147596,N
148396,N
149136,N
149920,N
150780,N
151680,N
152608,N
153540,N
154480,N
155440,N
156396,N
157328,N
158248,N
159148,N
160048,N
160976,N
161908,N
162788,N
163656,N
164532,N
165408,N
166232,N
167092,N
167976,N
168816,N
169664,N
170540,N
171428,N
172292,N
173188,N
174108,N
174976,N
175856,N
176732,N
177568,N
178400,N
179252,N
180096,N
180900,N
181740,N
182644,N
183504,N
184384,N
185248,N
186064,N
186900,N
187756,N
188596,N
189440,N
190324,N
191204,N
192076,N
192952,N
193844,N
194716,N
195560,N
196412,N
197212,N
197988,N
198760,N
199548,N
200348,N
201160,N
202004,N
202812,N
203612,N
204432,N
205272,N
206080,N
206912,N
207772,N
208628,N
209492,N
210400,N
211332,N
212172,N
213020,N
213876,N
214728,N
215544,N
216388,N
217272,N
218124,N
219000,N
219912,N
220780,N
221648,N
222544,N
223432,N
224264,N
225108,N
225984,N
226844,N
227708,N
228604,N
229460,N
230316,N
231180,N
232024,N
232872,N
233728,N
234572,N
235436,N
236324,N
237232,N
238116,N
239020,N
239892,N
240744,N
241608,N
242468,N
243292,N
244144,N
245016,N
245864,N
246744,N
247672,N
248580,N
249492,N
250364,N
251196,N
252036,N
252888,N
253740,N
254648,N
255604,N
256524,N
257464,N
258392,N
259267,N
260152,N
261036,N
261868,N
262716,N
263588,N
264436,N
265312,N
266220,N
267076,N
267936,N
268808,N
269660,N
270520,N
271408,N
272268,N
273120,N
273980,N
274812,N
275616,N
276432,N
277272,N
278040,N
278788,N
279532,N
280284,N
281000,N
281720,N
282484,N
283280,N
284060,N
284880,N
285736,N
286624,N
287476,N
288340,N
289216,N
290060,N
290904,N
291760,N
292584,N
293440,N
294344,N
295228,N
296156,N
297092,N
297996,N
298896,N
299784,N
300636,N
301432,N
302240,N
303076,N
303900,N
304704,N
305568,N
306472,N
307308,N
308136,N
308992,N
309860,N
310688,N
311488,N
312312,N
313164,N
314008,N
314884,N
315792,N
316688,N
317536,N
318412,N
319248,N
320076,N
320900,N
321712,N
322552,N
323432,N
324272,N
325100,N
325960,N
326800,N
327648,N
328428,N
329224,N
330052,N
330864,N
331676,N
332512,N
333336,N
334172,N
334936,N
335692,N
336476,N
337268,N
338024,N
338784,N
339516,N
340240,N
340940,N
341652,N
342368,N
343100,N
343816,N
344548,N
345260,N
345948,N
346636,N
347380,N
348168,N
348976,N
349764,N
350568,N
351420,N
352292,N
353172,N
354020,N
354836,N
355672,N
356508,N
357308,N
358152,N
359008,N
359836,N
360736,N
361628,N
362476,N
363336,N
364192,N
365008,N
365876,N
366760,N
367604,N
368468,N
369344,N
370180,N
371024,N
371840,N
372596,N
373340,N
374108,N
374932,N
375760,N
376520,N
377256,N
377960,N
378668,N
379412,N
380192,N
381060,N
382060,N
383072,N
384044,N
385024,N
385984,N
386872,N
387768,N
388664,N
389512,N
390380,N
391260,N
392100,N
392924,N
393780,N
394668,N
395536,N
396436,N
397396,N
398332,N
399252,N
400204,N
401148,N
402012,N
402876,N
403748,N
404624,N
405444,N
406252,N
407052,N
407892,N
408664,N
409388,N
410112,N
410928,N
411828,N
412756,N
413684,N
414556,N
415428,N
416292,N
417164,N
418044,N
418904,N
419804,N
420724,N
421660,N
422556,N
423480,N
424416,N
425252,N
426024,N
426784,N
427576,N
428464,N
429328,N
430272,N
431252,N
432160,N
433088,N
434028,N
434928,N
435788,N
436660,N
437556,N
438416,N
439296,N
440200,N
441100,N
441996,N
442912,N
443800,N
444668,N
445556,N
446436,N
447256,N
448096,N
448972,N
449836,N
450716,N
451632,N
452532,N
453404,N
454292,N
455152,N
455980,N
456824,N
457700,N
458532,N
459364,N
460212,N
461004,N
461768,N
462584,N
463480,N
464364,N
465204,N
466008,N
466760,N
467500,N
468296,N
469112,N
469912,N
470764,N
471668,N
472532,N
473400,N
474288,N
475160,N
476000,N
476872,N
477768,N
478640,N
479516,N
480408,N
481256,N
482100,N
482972,N
483864,N
484728,N
485616,N
486516,N
487396,N
488248,N
489112,N
489984,N
490832,N
491692,N
492588,N
493440,N
494268,N
495116,N
495988,N
496840,N
497732,N
498656,N
499556,N
500472,N
501376,N
502208,N
503036,N
503876,N
504720,N
505528,N
506372,N
507264,N
508132,N
509012,N
509920,N
510776,N
511636,N
512500,N
513344,N
514172,N
515024,N
515864,N
516635,N
517419,N
518224,N
519020,N
519871,N
520760,N
521604,N
522464,N
523347,N
524220,N
525064,N
525920,N
526800,N
527652,N
528540,N
529456,N
530332,N
531228,N
532124,N
532984,N
533860,N
534748,N
535596,N
536500,N
537460,N
538372,N
539292,N
540236,N
541172,N
542060,N
543004,N
543972,N
544880,N
545804,N
546736,N
547656,N
548500,N
549344,N
550200,N
551052,N
551892,N
552792,N
553752,N
554664,N
555600,N
556556,N
557448,N
558348,N
559244,N
560076,N
560908,N
561760,N
562592,N
563444,N
564332,N
565196,N
566076,N
566988,N
567852,N
568724,N
569604,N
570436,N
571264,N
572132,N
573008,N
573848,N
574728,N
575624,N
576488,N
577352,N
578224,N
579048,N
579896,N
580776,N
581640,N
582552,N
583508,N
584360,N
585168,N
585960,N
586756,N
587516,N
588300,N
589100,N
589912,N
590672,N
591464,N
592296,N
593120,N
593924,N
594760,N
595652,N
596548,N
597436,N
598348,N
599228,N
600040,N
600892,N
601772,N
602628,N
603476,N
604348,N
605216,N
606024,N
606852,N
607704,N
608580,N
609452,N
610424,N
611444,N
612428,N
613432,N
614412,N
615312,N
616196,N
617092,N
617952,N
618848,N
619816,N
620804,N
621780,N
622796,N
623760,N
624664,N
625576,N
626480,N
627300,N
628128,N
629004,N
629920,N
630792,N
631740,N
632664,N
633504,N
634276,N
635024,N
635740,N
636492,N
637288,N
638068,N
638868,N
639696,N
640532,N
641352,N
642212,N
643076,N
643912,N
644748,N
645596,N
646408,N
647244,N
648116,N
648972,N
649796,N
650660,N
651548,N
652380,N
653228,N
654088,N
654960,N
655792,N
656644,N
657504,N
658332,N
659132,N
659960,N
660832,N
661684,N
662600,N
663528,N
664436,N
665308,N
666180,N
667040,N
667848,N
668640,N
669500,N
670476,N
671520,N
672504,N
673488,N
674452,N
675376,N
676280,N
677200,N
678140,N
678984,N
679772,N
680572,N
681424,N
682248,N
683040,N
683912,N
684856,N
685760,N
686668,N
687592,N
688492,N
689332,N
690212,N
691124,N
692000,N
692884,N
693824,N
694768,N
695656,N
696560,N
697484,N
698420,N
699300,N
700168,N
700996,N
701836,N
702648,N
703476,N
704344,N
705140,N
705900,N
706700,N
707560,N
708464,N
709308,N
710176,N
711044,N
711904,N
712716,N
713568,N
714480,N
715392,N
716272,N
717168,N
718084,N
718992,N
719888,N
720728,N
721528,N
722356,N
723224,N
724072,N
724964,N
725876,N
726732,N
727492,N
728232,N
729008,N
729828,N
730672,N
731500,N
732268,N
733116,N
734044,N
734992,N
735944,N
736884,N
737796,N
738728,N
739704,N
740672,N
741576,N
742476,N
743388,N
744288,N
745116,N
745940,N
746832,N
747808,N
748756,N
749748,N
750728,N
751644,N
752460,N
753280,N
754140,N
755052,N
755956,N
756836,N
757756,N
758688,N
759576,N
760468,N
761352,N
762232,N
763084,N
763948,N
764848,N
765740,N
766576,N
767432,N
768304,N
769164,N
770016,N
770876,N
771724,N
772532,N
773356,N
774204,N
775020,N
775848,N
776704,N
777540,N
778340,N
779172,N
780024,N
780844,N
781668,N
782516,N
783356,N
784184,N
785016,N
785852,N
786672,N
787512,N
788360,N
789168,N
789992,N
790840,N
791672,N
792504,N
793352,N
794168,N
794996,N
795836,N
796680,N
797520,N
798384,N
799260,N
800088,N
800928,N
801768,N
802536,N
803292,N
804040,N
804808,N
805532,N
806296,N
807136,N
807976,N
808868,N
809804,N
810740,N
811636,N
812532,N
813432,N
814340,N
815232,N
816156,N
817080,N
817972,N
818856,N
819748,N
820620,N
821404,N
822180,N
822980,N
823856,N
824652,N
825432,N
826220,N
827012,N
827756,N
828504,N
829276,N
830064,N
830860,N
831632,N
832428,N
833256,N
834124,N
835028,N
835940,N
836888,N
837828,N
838744,N
839668,N
840612,N
841568,N
842488,N
843436,N
844368,N
845252,N
846148,N
847044,N
847928,N
848868,N
849824,N
850752,N
851680,N
852592,N
853452,N
854300,N
855084,N
855812,N
856536,N
857264,N
858128,N
859044,N
859944,N
860840,N
861780,N
862720,N
863640,N
864552,N
865500,N
866464,N
867412,N
868348,N
869308,N
870260,N
871220,N
872188,N
873104,N
874072,N
875052,N
876000,N
876972,N
877940,N
878876,N
879768,N
880672,N
881548,N
882384,N
883284,N
884224,N
885112,N
886032,N
886968,N
887840,N
888716,N
889640,N
890576,N
891472,N
892416,N
893384,N
894336,N
895268,N
896212,N
897144,N
898028,N
898976,N
899976,N
900944,N
901932,N
902908,N
903808,N
904720,N
905660,N
906588,N
907528,N
908480,N
909408,N
910276,N
911192,N
912140,N
913104,N
914004,N
914916,N
915852,N
916764,N
917692,N
918704,N
919748,N
920736,N
921740,N
922720,N
923564,N
924344,N
925100,N
925860,N
926640,N
927464,N
928304,N
929104,N
929896,N
930808,N
931756,N
932700,N
933668,N
934608,N
935524,N
936460,N
937416,N
938348,N
939312,N
940320,N
941248,N
942204,N
943160,N
944048,N
944948,N
945876,N
946824,N
947788,N
948792,N
949764,N
950704,N
951660,N
952560,N
953444,N
954380,N
955320,N
956236,N
957172,N
958124,N
959020,N
959940,N
960876,N
961776,N
962696,N
963672,N
964644,N
965552,N
966492,N
967452,N
968344,N
969248,N
970168,N
971056,N
971936,N
972764,N
973528,N
974280,N
975040,N
975804,N
976604,N
977352,N
978088,N
978884,N
979708,N
980560,N
981456,N
982348,N
983192,N
984060,N
984968,N
985904,N
986816,N
987768,N
988728,N
989620,N
990548,N
991500,N
992420,N
993348,N
994300,N
995252,N
996160,N
997068,N
997932,N
998808,N
999736,N
1000620,N
1001576,N
1002484,N
1003368,N
1004204,N
1004980,N
1005708,N
1006420,N
1007116,N
1007808,N
1008508,N
1009224,N
1009924,N
1010620,N
1011308,N
1011988,N
1012676,N
1013396,N
1014156,N
1014900,N
1015672,N
1016500,N
1017368,N
1018168,N
1018984,N
1019832,N
1020640,N
1021476,N
1022376,N
1023244,N
1024092,N
1025000,N
1025915,N
1026771,N
1027660,N
1028556,N
1029420,N
1030300,N
1031167,N
1032044,N
1032924,N
1033760,N
1034627,N
1035528,N
1036415,N
1037344,N
1038288,N
1039172,N
1040056,N
1040960,N
1041844,N
1042704,N
1043576,N
1044476,N
1045428,N
1046344,N
1047271,N
1048204,N
1049080,N
1049892,N
1050728,N
1051576,N
1052392,N
1053272,N
1054192,N
1055044,N
1055952,N
1056880,N
1057736,N
1058580,N
1059460,N
1060340,N
1061192,N
1062056,N
1062884,N
1063632,N
1064380,N
1065124,N
1065868,N
1066624,N
1067556,N
1068532,N
1069468,N
1070436,N
1071424,N
1072400,N
1073316,N
1074256,N
1075220,N
1076192,N
1077128,N
1078088,N
1079056,N
1079980,N
1080928,N
1081872,N
1082784,N
1083712,N
1084664,N
1085588,N
1086544,N
1087512,N
1088412,N
1089328,N
1090224,N
1091088,N
1091924,N
1092744,N
1093560,N
1094384,N
1095264,N
1096180,N
1097056,N
1098008,N
1098968,N
1099872,N
1100784,N
1101660,N
1102476,N
1103328,N
1104224,N
1105100,N
1106024,N
1106964,N
1107844,N
1108764,N
1109712,N
1110616,N
1111516,N
1112428,N
1113364,N
1114272,N
1115168,N
1116084,N
1117016,N
1117908,N
1118800,N
1119720,N
1120628,N
1121508,N
1122432,N
1123368,N
1124260,N
1125160,N
1126084,N
1126964,N
1127872,N
1128812,N
1129708,N
1130504,N
1131264,N
1132052,N
1132904,N
1133736,N
1134584,N
1135500,N
1136400,N
1137268,N
1138140,N
1139032,N
1139912,N
1140792,N
1141656,N
1142540,N
1143388,N
1144252,N
1145140,N
1145980,N
1146820,N
1147672,N
1148504,N
1149288,N
1150084,N
1150940,N
1151832,N
1152672,N
1153540,N
1154420,N
1155252,N
1156088,N
1156952,N
1157764,N
1158584,N
1159432,N
1160260,N
1161096,N
1161956,N
1162828,N
1163656,N
1164516,N
1165400,N
1166288,N
1167172,N
1168036,N
1168928,N
1169820,N
1170688,N
1171576,N
1172480,N
1173408,N
1174312,N
1175244,N
1176124,N
1176976,N
1177824,N
1178684,N
1179512,N
1180360,N
1181248,N
1182100,N
1182976,N
1183884,N
1184788,N
1185656,N
1186536,N
1187428,N
1188292,N
1189204,N
1190156,N
1191100,N
1191996,N
1192844,N
1193680,N
1194496,N
1195316,N
1196196,N
1197028,N
1197876,N
1198748,N
1199600,N
1200436,N
1201264,N
1202080,N
1202864,N
1203680,N
1204500,N
1205304,N
1206144,N
1207028,N
1207852,N
1208636,N
1209440,N
1210196,N
1210908,N
1211616,N
1212340,N
1213092,N
1213816,N
1214552,N
1215380,N
1216280,N
1217220,N
1218168,N
1219128,N
1220088,N
1221060,N
1222028,N
1222968,N
1223808,N
1224568,N
1225280,N
1225964,N
1226648,N
1227400,N
1228212,N
