time,type
756,N
1656,N
2520,N
3340,N
4156,N
4996,N
5848,N
6736,N
7732,N
8752,N
9704,N
10648,N
11612,N
12564,N
13476,N
14392,N
15344,N
16271,N
17152,N
18028,N
18944,N
19852,N
20712,N
21592,N
22456,N
23308,N
24156,N
24968,N
25760,N
26540,N
27304,N
28048,N
28796,N
29540,N
30284,N
31016,N
31768,N
32531,N
33316,N
34092,N
34840,N
35576,N
36320,N
37056,N
37808,N
38572,N
39340,N
40152,N
40984,N
41852,N
42688,N
43528,N
44348,N
45160,N
45992,N
46844,N
47728,N
48632,N
49576,N
50532,N
51440,N
52316,N
53220,N
54184,N
55168,N
56140,N
57084,N
58008,N
58928,N
59860,N
60796,N
61724,N
62652,N
63616,N
64644,N
65684,N
66704,N
67660,N
68560,N
69452,N
70352,N
71316,N
72332,N
73368,N
74416,N
75436,N
76440,N
77408,N
78332,N
79240,N
80152,N
81112,N
82132,N
83168,N
84200,N
85196,N
86160,N
87096,N
88024,N
88944,N
89872,N
90864,N
91880,N
92904,N
93924,N
94904,N
95780,N
96632,N
97520,N
98420,N
99356,N
100344,N
101356,N
102388,N
103408,N
104388,N
105332,N
106256,N
107152,N
108060,N
108988,N
109952,N
110964,N
111992,N
112992,N
113968,N
114916,N
115836,N
116768,N
117708,N
118632,N
119564,N
120484,N
121408,N
122400,N
123416,N
124416,N
125408,N
126300,N
127188,N
128064,N
128967,N
129895,N
130836,N
131800,N
132784,N
133744,N
134700,N
135648,N
136568,N
137524,N
138436,N
139384,N
140360,N
141316,N
142232,N
143176,N
144104,N
144996,N
145868,N
146720,N
147604,N
148528,N
149476,N
150448,N
151420,N
152400,N
153348,N
154284,N
155212,N
156156,N
157176,N
158204,N
159204,N
160152,N
161056,N
161932,N
162804,N
163676,N
164548,N
165412,N
166284,N
167228,N
168176,N
169032,N
169832,N
170616,N
171396,N
172188,N
172992,N
173808,N
174624,N
175456,N
176284,N
177132,N
178000,N
178852,N
179696,N
180556,N
181424,N
182312,N
183232,N
184152,N
185052,N
185944,N
186828,N
187692,N
188544,N
189412,N
190288,N
191168,N
192024,N
192948,N
193948,N
194944,N
195904,N
196852,N
197752,N
198616,N
199488,N
200380,N
201292,N
202196,N
203088,N
204000,N
204932,N
205884,N
206828,N
207732,N
208628,N
209540,N
210476,N
211356,N
212180,N
213000,N
213852,N
214736,N
215700,N
216664,N
217624,N
218556,N
219520,N
220496,N
221440,N
222360,N
223236,N
224112,N
224944,N
225796,N
226676,N
227628,N
228616,N
229620,N
230636,N
231628,N
232564,N
233464,N
234348,N
235224,N
236140,N
237124,N
238124,N
239100,N
240036,N
240948,N
241836,N
242720,N
243608,N
244496,N
245436,N
246416,N
247392,N
248352,N
249316,N
250256,N
251148,N
252016,N
252864,N
253724,N
254588,N
255504,N
256468,N
257456,N
258416,N
259356,N
260267,N
261164,N
262040,N
262916,N
263832,N
264760,N
265696,N
266588,N
267432,N
268284,N
269172,N
270088,N
271024,N
271972,N
272912,N
273832,N
274776,N
275748,N
276720,N
277696,N
278660,N
279588,N
280480,N
281332,N
282224,N
283140,N
284104,N
285104,N
286092,N
287052,N
287968,N
288856,N
289744,N
290620,N
291524,N
292504,N
293520,N
294512,N
295460,N
296388,N
297252,N
298092,N
298924,N
299780,N
300692,N
301644,N
302616,N
303576,N
304500,N
305372,N
306212,N
307076,N
307968,N
308816,N
309644,N
310492,N
311368,N
312244,N
313132,N
314012,N
314900,N
315812,N
316728,N
317644,N
318556,N
319456,N
320360,N
321256,N
