time,type
368,N
1208,N
2104,N
3004,N
3956,N
5172,N
6296,N
7392,N
8596,N
9688,N
10680,N
11708,N
12884,N
13960,N
14984,N
16032,N
17288,N
18436,N
19508,N
20748,N
21952,N
23064,N
24044,N
25004,N
26076,N
27044,N
27972,N
28852,N
29696,N
30644,N
31724,N
32695,N
33568,N
34452,N
35452,N
36412,N
37484,N
38520,N
39468,N
40464,N
41416,N
42320,N
43276,N
44348,N
45512,N
46616,N
47700,N
48828,N
49852,N
50844,N
51756,N
52700,N
53800,N
55056,N
56312,N
57388,N
58476,N
59684,N
60840,N
61972,N
63196,N
64384,N
65471,N
66556,N
67700,N
68852,N
69908,N
71052,N
72260,N
73392,N
74496,N
75684,N
76768,N
77940,N
79236,N
80392,N
81512,N
82532,N
83564,N
84796,N
86060,N
87220,N
88496,N
89764,N
90972,N
92232,N
93500,N
94692,N
95828,N
97072,N
98320,N
99508,N
100692,N
102004,N
103264,N
104372,N
105600,N
106984,N
108228,N
109348,N
110684,N
112128,N
113468,N
114696,N
116064,N
117416,N
118676,N
119928,N
121144,N
122332,N
123396,N
124452,N
125500,N
126540,N
127480,N
128348,N
129232,N
130116,N
131056,N
132064,N
133036,N
134068,N
135148,N
136272,N
137260,N
138324,N
139476,N
140640,N
141764,N
142796,N
143872,N
145032,N
146256,N
147348,N
148296,N
149180,N
150044,N
151128,N
152356,N
153436,N
154604,N
155972,N
157232,N
158404,N
159604,N
160828,N
161984,N
163232,N
164468,N
165560,N
166652,N
168060,N
169268,N
170340,N
171560,N
172760,N
173900,N
175116,N
176520,N
177796,N
178928,N
180156,N
181376,N
182456,N
183668,N
185020,N
186272,N
187456,N
188752,N
190100,N
191292,N
192532,N
193720,N
194904,N
196044,N
197216,N
198328,N
199296,N
200284,N
201360,N
202572,N
203740,N
204984,N
206288,N
207504,N
208644,N
209848,N
211016,N
212088,N
213248,N
214576,N
215816,N
216924,N
218052,N
219416,N
220700,N
221812,N
223096,N
224336,N
225528,N
226664,N
227920,N
229160,N
230332,N
231376,N
232484,N
233764,N
235024,N
236180,N
237376,N
238528,N
239572,N
240560,N
241660,N
242824,N
243964,N
245028,N
246288,N
247532,N
248636,N
249688,N
250808,N
252012,N
253204,N
254328,N
255516,N
256648,N
257684,N
258899,N
260216,N
261360,N
262336,N
263404,N
264636,N
265828,N
267060,N
268240,N
269272,N
270216,N
271204,N
272488,N
273788,N
274896,N
276020,N
277136,N
278440,N
279712,N
280892,N
281972,N
283168,N
284428,N
285612,N
286752,N
288048,N
289284,N
290452,N
291580,N
292756,N
293880,N
294996,N
296284,N
297564,N
298748,N
299984,N
301224,N
302300,N
303308,N
304464,N
305768,N
306952,N
308136,N
309232,N
310392,N
311484,N
312488,N
313468,N
314368,N
315236,N
316088,N
317056,N
318256,N
319440,N
320524,N
321668,N
322936,N
324252,N
325572,N
326856,N
328088,N
329288,N
330440,N
331524,N
332704,N
333932,N
335016,N
336044,N
337260,N
338572,N
339716,N
340924,N
342284,N
343528,N
344664,N
345984,N
347268,N
348400,N
349504,N
350656,N
351792,N
352912,N
354160,N
355464,N
356676,N
357912,N
359184,N
360356,N
361424,N
362584,N
363936,N
365196,N
366380,N
367620,N
368884,N
370120,N
371196,N
372216,N
373152,N
374048,N
375008,N
375936,N
376820,N
377716,N
378628,N
379496,N
380324,N
380720,+
381116,N
381896,N
382676,N
383504,N
384424,N
385348,N
386284,N
387204,N
