time,type
876,N
1864,N
2848,N
3808,N
4836,N
5840,N
6856,N
7840,N
8868,N
9872,N
10816,N
11768,N
12728,N
13660,N
14616,N
15600,N
16596,N
17572,N
18552,N
19516,N
20496,N
21488,N
22468,N
23444,N
24464,N
25496,N
26504,N
27484,N
28484,N
29496,N
30520,N
31508,N
32512,N
33516,N
34504,N
35484,N
36476,N
37464,N
38432,N
39428,N
40416,N
41400,N
42392,N
43384,N
44372,N
45300,N
46240,N
47160,N
48040,N
48904,N
49892,N
50876,N
51876,N
52860,N
53832,N
54788,N
55744,N
56712,N
57668,N
58632,N
59596,N
60552,N
61520,N
62504,N
63476,N
64428,N
65372,N
66356,N
67352,N
68384,N
69408,N
70420,N
71424,N
72444,N
73460,N
74452,N
75464,N
76464,N
77448,N
78424,N
79420,N
80416,N
81408,N
82376,N
83348,N
84340,N
85336,N
86332,N
87340,N
88344,N
89344,N
90324,N
91304,N
92272,N
93208,N
94140,N
95096,N
96072,N
97024,N
97960,N
98872,N
99792,N
100716,N
101668,N
102620,N
103584,N
104576,N
105540,N
106512,N
107512,N
108532,N
109520,N
110504,N
111588,N
112616,N
113612,N
114592,N
115588,N
116596,N
117560,N
118604,N
119600,N
120608,N
121604,N
122568,N
123532,N
124504,N
125444,N
126468,N
127448,N
128448,N
129448,N
130431,N
131388,N
132352,N
133292,N
134336,N
135308,N
136288,N
137292,N
138284,N
139256,N
140188,N
141144,N
142236,N
143252,N
144244,N
145252,N
146244,N
147168,N
148084,N
149120,N
150144,N
151136,N
152096,N
153052,N
154032,N
155020,N
156004,N
157000,N
158008,N
159008,N
159996,N
161004,N
162020,N
163028,N
164004,N
164984,N
165984,N
166976,N
167948,N
168956,N
169964,N
170972,N
171920,N
172908,N
173900,N
174904,N
175880,N
176836,N
177812,N
178788,N
179784,N
180792,N
181784,N
182756,N
183740,N
184716,N
185692,N
186704,N
187732,N
188736,N
189740,N
190740,N
191720,N
192696,N
193696,N
194696,N
195688,N
196704,N
197716,N
198704,N
199680,N
200696,N
201692,N
202672,N
203664,N
204660,N
205628,N
206600,N
207588,N
208560,N
209516,N
210480,N
211444,N
212400,N
213348,N
214324,N
215296,N
216248,N
217196,N
218176,N
219156,N
220108,N
221072,N
222048,N
223020,N
223964,N
224920,N
225876,N
226812,N
227736,N
228688,N
229636,N
230560,N
231488,N
232452,N
233404,N
234324,N
235264,N
236232,N
237176,N
238104,N
239064,N
240028,N
240968,N
241916,N
242884,N
243828,N
244772,N
245728,N
246684,N
247596,N
248524,N
249464,N
250388,N
251320,N
252292,N
253240,N
254176,N
255132,N
256084,N
257012,N
257935,N
258868,N
259815,N
260732,N
261640,N
262588,N
263532,N
264468,N
265400,N
266348,N
267284,N
