time,type
980,N
1996,N
2992,N
3988,N
4992,N
6008,N
7028,N
8055,N
9096,N
10140,N
11180,N
12224,N
13264,N
14312,N
15356,N
16400,N
17448,N
18504,N
19556,N
20612,N
21668,N
22724,N
23784,N
24844,N
25896,N
26948,N
27996,N
29044,N
30096,N
31128,N
32168,N
33200,N
34232,N
35260,N
36292,N
37328,N
38360,N
39396,N
40428,N
41464,N
42496,N
43528,N
44564,N
45600,N
46644,N
47700,N
48756,N
49812,N
50880,N
51960,N
53036,N
54096,N
55152,N
56212,N
57252,N
58316,N
59368,N
60400,N
61448,N
62492,N
63536,N
64580,N
65628,N
66676,N
67724,N
68776,N
69824,N
70864,N
71892,N
72916,N
73920,N
74916,N
75908,N
76904,N
77900,N
78900,N
79904,N
80916,N
81936,N
82956,N
83980,N
85008,N
86040,N
87076,N
88116,N
89156,N
90200,N
91248,N
92292,N
93344,N
94392,N
95440,N
96492,N
97540,N
98588,N
99640,N
100688,N
101736,N
102768,N
103772,N
104792,N
105792,N
106780,N
107776,N
108756,N
109744,N
110728,N
111716,N
112700,N
113680,N
114656,N
115628,N
116592,N
117560,N
118544,N
119536,N
120540,N
121564,N
122592,N
123620,N
124652,N
125684,N
126712,N
127732,N
128752,N
129764,N
130780,N
131800,N
132824,N
133860,N
134900,N
135948,N
137000,N
138052,N
139112,N
140176,N
141240,N
142304,N
143364,N
144428,N
145484,N
146532,N
147576,N
148620,N
149656,N
150688,N
151716,N
152740,N
153772,N
154808,N
155852,N
156896,N
157944,N
158996,N
160056,N
161120,N
162188,N
163252,N
164324,N
165396,N
166472,N
167532,N
168588,N
169640,N
170684,N
171720,N
172752,N
173776,N
174800,N
175816,N
176832,N
177840,N
178844,N
179848,N
180848,N
181852,N
182860,N
183864,N
184868,N
185876,N
186892,N
187908,N
188920,N
189932,N
190952,N
191980,N
193020,N
194064,N
195116,N
196172,N
197224,N
198276,N
199328,N
200384,N
201440,N
202492,N
203544,N
204596,N
205648,N
206700,N
207756,N
208812,N
209880,N
210944,N
212012,N
213072,N
214136,N
215188,N
216248,N
217300,N
218352,N
219400,N
220448,N
221500,N
222552,N
223604,N
224656,N
225712,N
226772,N
227840,N
228908,N
229972,N
231036,N
232080,N
233108,N
234140,N
235168,N
236196,N
237232,N
238264,N
239296,N
240336,N
241372,N
242412,N
243444,N
244480,N
245516,N
246556,N
247604,N
248648,N
249700,N
250756,N
251816,N
252880,N
253940,N
255008,N
256067,N
257132,N
258196,N
259272,N
260348,N
261423,N
262504,N
263584,N
264668,N
265732,N
266796,N
267868,N
268940,N
269996,N
271060,N
272120,N
273184,N
274224,N
275280,N
276332,N
277384,N
278428,N
279476,N
280528,N
281584,N
282636,N
283692,N
284756,N
285820,N
286892,N
287968,N
289036,N
290104,N
291176,N
292244,N
293304,N
294368,N
295432,N
296488,N
297552,N
298616,N
299680,N
300732,N
301804,N
302868,N
303924,N
304976,N
306040,N
307100,N
308156,N
309212,N
310272,N
311336,N
312408,N
313476,N
314552,N
315632,N
316720,N
317812,N
318884,N
319972,N
321048,N
322140,N
323212,N
324292,N
325384,N
326472,N
327560,N
328660,N
329768,N
330848,N
331920,N
332984,N
334044,N
335096,N
336136,N
337176,N
338212,N
339244,N
340292,N
341336,N
342372,N
343428,N
344480,N
345532,N
346568,N
347628,N
348680,N
349736,N
350796,N
351840,N
352904,N
353972,N
355044,N
356124,N
357184,N
358264,N
359336,N
360396,N
361472,N
362544,N
363620,N
364704,N
365784,N
366848,N
367932,N
369004,N
370088,N
371148,N
372232,N
373292,N
374360,N
375420,N
376484,N
377564,N
378620,N
379676,N
380712,N
381736,N
382780,N
383844,N
384908,N
385980,N
387048,N
388096,N
389160,N
390212,N
391272,N
392328,N
393388,N
394436,N
395488,N
396544,N
397596,N
398648,N
399696,N
400752,N
401808,N
402864,N
403924,N
404992,N
406056,N
407124,N
408196,N
409264,N
410344,N
411420,N
412500,N
413584,N
414660,N
415716,N
416792,N
417852,N
418924,N
419972,N
421040,N
422104,N
423152,N
424220,N
425288,N
426360,N
427444,N
428528,N
429596,N
430684,N
431752,N
432832,N
433888,N
434964,N
436020,N
437092,N
438136,N
439204,N
440264,N
441328,N
442376,N
443440,N
444504,N
445568,N
446636,N
447700,N
448772,N
449852,N
450932,N
452008,N
453092,N
454180,N
455268,N
456352,N
457444,N
458536,N
459616,N
460704,N
461784,N
462880,N
463956,N
465056,N
466140,N
467220,N
468292,N
469364,N
470432,N
471496,N
472548,N
473604,N
474660,N
475684,N
476704,N
477712,N
478720,N
479720,N
480704,N
481696,N
482680,N
483668,N
484656,N
485652,N
486660,N
487676,N
488704,N
489740,N
490788,N
491844,N
492916,N
493984,N
495052,N
496128,N
497200,N
498276,N
499332,N
500416,N
501492,N
502572,N
503652,N
504720,N
505800,N
506860,N
507916,N
508984,N
510008,N
511052,N
512072,N
513092,N
514128,N
515159,N
516203,N
517248,N
518304,N
519371,N
520448,N
521520,N
522596,N
523688,N
524780,N
525872,N
526960,N
528052,N
529132,N
530232,N
531312,N
532420,N
533504,N
534592,N
535684,N
536788,N
537872,N
538968,N
540052,N
541140,N
542232,N
543328,N
544420,N
545508,N
546600,N
547684,N
548760,N
549836,N
550924,N
552012,N
553088,N
554164,N
555228,N
556280,N
557320,N
558364,N
559408,N
560452,N
561500,N
562568,N
563632,N
564696,N
565768,N
566848,N
567928,N
569016,N
570088,N
571176,N
572248,N
573340,N
574408,N
575504,N
576596,N
577676,N
578784,N
579864,N
580948,N
582024,N
583100,N
584176,N
585252,N
586316,N
587372,N
588424,N
589488,N
590564,N
591620,N
592680,N
593756,N
594824,N
595900,N
596964,N
598028,N
599096,N
600160,N
601232,N
602276,N
603336,N
604364,N
605392,N
606428,N
607456,N
608484,N
609524,N
610560,N
611600,N
612644,N
613692,N
614744,N
615796,N
616852,N
617908,N
618968,N
620036,N
621100,N
622160,N
623232,N
624300,N
625368,N
626440,N
627516,N
628572,N
629640,N
630708,N
631776,N
