time,type
400,N
1140,N
1896,N
2652,N
3416,N
4180,N
4960,N
5756,N
6532,N
7292,N
8052,N
8840,N
9604,N
10384,N
11152,N
11928,N
12728,N
13520,N
14296,N
15076,N
15856,N
16640,N
17432,N
18200,N
18980,N
19768,N
20536,N
21284,N
22016,N
22732,N
23532,N
24308,N
25060,N
25844,N
26648,N
27452,N
28260,N
29052,N
29860,N
30664,N
31452,N
32284,N
33112,N
33980,N
34808,N
35612,N
36424,N
37268,N
38096,N
38916,N
39764,N
40596,N
41432,N
42264,N
43056,N
43876,N
44668,N
45456,N
46216,N
46988,N
47760,N
48524,N
49284,N
50060,N
50844,N
51628,N
52412,N
53176,N
53944,N
54708,N
55484,N
56236,N
56988,N
57736,N
58484,N
59232,N
59980,N
60720,N
61460,N
62204,N
62960,N
63720,N
64476,N
65239,N
66016,N
66792,N
67576,N
68368,N
69140,N
69896,N
70668,N
71436,N
72212,N
72968,N
73740,N
74528,N
75296,N
76072,N
76856,N
77632,N
78388,N
79160,N
79908,N
80640,N
81396,N
82140,N
82900,N
83672,N
84432,N
85180,N
85916,N
86676,N
87436,N
88208,N
88956,N
89716,N
90468,N
91200,N
91996,N
92700,N
93424,N
94152,N
94864,N
95592,N
96352,N
97132,N
97904,N
98700,N
99520,N
100316,N
101132,N
101928,N
102716,N
103524,N
104316,N
105092,N
105900,N
106720,N
107524,N
108328,N
109140,N
109952,N
110768,N
111588,N
112384,N
113200,N
114032,N
114852,N
115712,N
116552,N
117384,N
118228,N
119052,N
119868,N
120672,N
121492,N
122304,N
123100,N
123920,N
124736,N
125540,N
126340,N
127136,N
127924,N
128723,N
129512,N
130308,N
131116,N
131916,N
132704,N
133516,N
134340,N
135140,N
135944,N
136760,N
137556,N
138348,N
139156,N
139952,N
140760,N
141596,N
142424,N
143228,N
144036,N
144848,N
145668,N
146500,N
147316,N
148148,N
148960,N
149808,N
150636,N
151456,N
152288,N
153128,N
153972,N
154784,N
155584,N
156424,N
157252,N
158056,N
158872,N
159684,N
160504,N
161324,N
162152,N
163004,N
163828,N
164652,N
165476,N
166284,N
167088,N
167868,N
168660,N
169476,N
170264,N
171052,N
171824,N
172608,N
173376,N
174128,N
174864,N
175592,N
176352,N
177108,N
177892,N
178680,N
179472,N
180284,N
181144,N
181988,N
182808,N
183640,N
184480,N
185320,N
186180,N
187020,N
187876,N
188720,N
189576,N
190428,N
191280,N
192164,N
193048,N
193940,N
194804,N
195672,N
196520,N
197380,N
198228,N
199056,N
199884,N
200700,N
201484,N
202272,N
203028,N
203780,N
204536,N
205264,N
206024,N
206760,N
207468,N
208264,N
209052,N
209912,N
210780,N
211616,N
212488,N
213340,N
214172,N
215036,N
215888,N
216756,N
217588,N
218432,N
219296,N
220164,N
220980,N
221784,N
222636,N
223464,N
224296,N
225148,N
225980,N
226820,N
227660,N
228504,N
229316,N
230124,N
230916,N
231736,N
232568,N
233372,N
234148,N
234928,N
235732,N
236548,N
237356,N
238160,N
238940,N
239724,N
240512,N
241316,N
242136,N
242964,N
243768,N
244572,N
245372,N
246152,N
246944,N
247756,N
248572,N
249364,N
250176,N
251008,N
251808,N
252616,N
253416,N
254192,N
254960,N
255748,N
