time,type
368,N
1284,N
2228,N
3204,N
4200,N
5188,N
6160,N
7120,N
8076,N
9024,N
9976,N
10928,N
11884,N
12796,N
13684,N
14520,N
15412,N
16392,N
17396,N
18400,N
19408,N
20404,N
21392,N
22368,N
23324,N
24280,N
25212,N
26144,N
27080,N
28008,N
28956,N
29904,N
30872,N
31840,N
32780,N
33688,N
34600,N
35512,N
36416,N
37312,N
38220,N
39092,N
39936,N
40784,N
41676,N
42592,N
43524,N
44468,N
45404,N
46312,N
47264,N
48220,N
49136,N
50092,N
51044,N
51948,N
52884,N
53824,N
54748,N
55708,N
56676,N
57612,N
58584,N
59548,N
60480,N
61432,N
62368,N
63260,N
64184,N
65123,N
66040,N
66988,N
67844,N
68676,N
69472,N
70272,N
71256,N
72176,N
73160,N
74192,N
75148,N
76128,N
77104,N
78028,N
78976,N
79944,N
80908,N
81872,N
82852,N
83844,N
84780,N
85764,N
86768,N
87724,N
88732,N
89736,N
90716,N
91728,N
92740,N
93708,N
94700,N
95692,N
96632,N
97576,N
98448,N
99352,N
100224,N
101132,N
102032,N
102912,N
103880,N
104824,N
105744,N
106720,N
107708,N
108668,N
109664,N
110652,N
111624,N
112620,N
113580,N
114552,N
115532,N
116460,N
117392,N
118300,N
119224,N
120176,N
121096,N
122064,N
123032,N
123972,N
124956,N
125956,N
126904,N
127864,N
128812,N
129716,N
130663,N
131584,N
132520,N
133384,N
134252,N
135020,S
135804,N
136560,N
137336,N
138180,N
139100,N
140088,N
141064,N
142040,N
142988,N
143960,N
144932,N
145880,N
146856,N
147828,N
148756,N
149720,N
150704,N
151696,N
152704,N
153720,N
154732,N
155740,N
156752,N
157724,N
158668,N
159640,N
160620,N
161584,N
162592,N
163592,N
164556,N
165548,N
166516,N
167424,N
168360,N
169320,N
170236,N
171228,N
172220,N
173168,N
174164,N
175180,N
176152,N
177164,N
178176,N
179136,N
180140,N
181108,N
181972,N
182824,N
183716,N
184724,N
185688,N
186736,N
187784,N
188800,N
189848,N
190832,N
191848,N
192844,N
193764,N
194668,N
195512,N
196296,N
197104,N
197956,N
198960,N
199992,N
200988,N
202020,N
203052,N
204004,N
204944,N
205896,N
206820,N
207768,N
208740,N
209724,N
210684,N
211712,N
212752,N
213724,N
214736,N
215768,N
216752,N
217812,N
218876,N
219892,N
220944,N
221976,N
222948,N
223952,N
224980,N
225952,N
226984,N
228012,N
228964,N
229980,N
231000,N
231980,N
233012,N
234016,N
234952,N
235900,N
236804,N
237672,N
238592,N
239536,N
240472,N
241516,N
242568,N
243552,N
244560,N
245532,N
246472,N
247468,N
248520,N
249540,N
250608,N
251656,N
252644,N
253612,N
254544,N
255416,N
256303,N
257288,N
258255,N
259368,N
260495,N
261531,N
262564,N
263560,N
264456,N
265332,N
266212,N
267092,N
268060,N
269072,N
270064,N
271048,N
272060,N
273056,N
274028,N
275016,N
276008,N
277000,N
278028,N
279056,N
280064,N
281044,N
282004,N
282948,N
283908,N
284860,N
285744,N
286640,N
287540,N
288468,N
289376,N
290340,N
291340,N
292296,N
293296,N
294300,N
295244,N
296208,N
297184,N
298108,N
299064,N
300040,N
300976,N
301968,N
302972,N
303940,N
304924,N
305928,N
306892,N
307876,N
308884,N
309852,N
310784,N
311756,N
312736,N
313668,N
314644,N
315648,N
316592,N
317520,N
318480,N
319436,N
320404,N
321436,N
322476,N
323500,N
324536,N
325532,N
326512,N
327520,N
328508,N
329464,N
330440,N
331396,N
332336,N
333320,N
334288,N
335248,N
336260,N
337276,N
338232,N
339216,N
340160,N
341124,N
342108,N
343056,N
343976,N
344956,N
345960,N
346940,N
347968,N
348960,N
349928,N
350912,N
351856,N
352784,N
353696,N
354560,N
355380,N
356200,N
357272,N
358228,N
359252,N
360320,N
361340,N
362392,N
363448,N
364432,N
365428,N
366428,N
367408,N
368372,N
369368,N
370360,N
371340,N
372340,N
373336,N
374288,N
375276,N
376292,N
377272,N
378276,N
379288,N
380244,N
381240,N
382232,N
383176,N
384156,N
385160,N
386120,N
387112,N
388116,N
389068,N
390016,N
391000,N
391976,N
392908,N
393876,N
394840,N
395772,N
396756,N
397768,N
398732,N
399740,N
400756,N
401720,N
402724,N
403724,N
404680,N
405680,N
406652,N
407592,N
408564,N
409608,N
410600,N
411596,N
412636,N
413652,N
414652,N
415692,N
416712,N
417732,N
418784,N
419776,N
420760,N
421744,N
422680,N
423652,N
424656,N
425632,N
426692,N
427744,N
428756,N
429796,N
430796,N
431764,N
432752,N
433732,N
434692,N
435692,N
436668,N
437624,N
438612,N
439588,N
440548,N
441556,N
442548,N
443512,N
444500,N
445460,N
446408,N
447384,N
448324,N
449256,N
450216,N
451168,N
452112,N
453100,N
454072,N
455020,N
456004,N
457040,N
458020,N
459016,N
459992,N
460908,N
461848,N
462800,N
463736,N
464728,N
465756,N
466756,N
467792,N
468828,N
469796,N
470776,N
471732,N
472652,N
473588,N
474552,N
475476,N
476432,N
477416,N
478368,N
479308,N
480284,N
481256,N
482200,N
483180,N
484128,N
485048,N
486000,N
486956,N
487856,N
488768,N
489688,N
490588,N
491528,N
492560,N
493568,N
494576,N
495608,N
496600,N
497564,N
498564,N
499492,N
500356,N
501140,N
501884,N
502640,N
503396,N
504160,N
505104,N
506012,N
507012,N
507960,N
508888,N
509872,N
510872,N
511832,N
512832,N
513823,N
514760,N
515712,N
516692,N
517648,N
518628,N
519648,N
520628,N
521631,N
522655,N
523635,N
524644,N
525672,N
526668,N
527708,N
528776,N
529788,N
530816,N
531820,N
532760,N
533736,N
534728,N
535688,N
536692,N
537736,N
538720,N
539748,N
540760,N
541744,N
542748,N
543692,N
544600,N
545540,N
546460,N
547364,N
548328,N
549316,N
550252,N
551244,N
552228,N
553164,N
554132,N
555080,N
556008,N
556984,N
557936,N
558828,N
559764,N
560720,N
561692,N
562820,N
563868,N
564944,N
566032,N
567080,N
568152,N
569160,N
570208,N
571252,N
572256,N
573320,N
574388,N
575420,N
576468,N
577480,N
578468,N
579460,N
580436,N
581388,N
582360,N
583336,N
584288,N
585272,N
586244,N
587172,N
588120,N
589092,N
590032,N
591016,N
592004,N
592944,N
593908,N
594852,N
595768,N
596708,N
597660,N
598584,N
599540,N
600524,N
601484,N
602452,N
603468,N
604452,N
605412,N
606388,N
607340,N
608272,N
609228,N
610196,N
611116,N
612068,N
613016,N
613936,N
614868,N
615844,N
616780,N
617708,N
618664,N
619600,N
620520,N
621484,N
622444,N
623388,N
624388,N
625376,N
626320,N
627272,N
628244,N
629112,N
629948,N
630732,N
631520,N
632312,N
633192,N
634192,N
635124,N
635972,N
636756,N
637560,N
638528,N
639608,N
640696,N
641720,N
642752,N
643776,N
644760,N
645712,N
646672,N
647632,N
648548,N
649500,N
650472,N
651432,N
652412,N
653416,N
654372,N
655356,N
656344,N
657324,N
658312,N
659292,N
660260,N
661248,N
662244,N
663236,N
664188,N
665068,N
665928,N
666752,N
667612,N
668552,N
669516,N
670516,N
671520,N
672488,N
673476,N
674460,N
675388,N
676348,N
677332,N
678280,N
679276,N
680268,N
681232,N
682244,N
683228,N
684212,N
685232,N
686192,N
687184,N
688188,N
689144,N
690136,N
691104,N
692044,N
693020,N
693988,N
694948,N
695944,N
696928,N
697884,N
698868,N
699840,N
700816,N
701796,N
702740,N
703708,N
704700,N
705648,N
706624,N
707596,N
708536,N
709516,N
710492,N
711416,N
712380,N
713344,N
714280,N
715252,N
716232,N
717172,N
718160,N
719160,N
720120,N
721128,N
722116,N
723064,N
724048,N
725036,N
725988,N
726944,N
727944,N
728924,N
729900,N
730904,N
731880,N
732832,N
733808,N
734796,N
735740,N
736704,N
737676,N
738620,N
739532,N
740484,N
741468,N
742420,N
743404,N
744384,N
745328,N
746276,N
747260,N
748212,N
749152,N
750156,N
751152,N
752116,N
753116,N
754104,N
755048,N
756024,N
756984,N
757888,N
758828,N
759760,N
760660,N
761612,N
762568,N
763492,N
764468,N
765440,N
766388,N
767388,N
768348,N
769288,N
770260,N
771228,N
772176,N
773188,N
774220,N
775216,N
776236,N
777224,N
778156,N
779124,N
780104,N
781060,N
782072,N
783092,N
784076,N
785088,N
786104,N
787064,N
788040,N
789024,N
789984,N
790984,N
792040,N
793068,N
794100,N
795140,N
796120,N
797104,N
798100,N
799072,N
800100,N
801144,N
802148,N
803172,N
804188,N
805160,N
806148,N
807132,N
808080,N
809044,N
810028,N
810996,N
812000,N
813028,N
814032,N
815064,N
816112,N
817100,N
818064,N
819048,N
820032,N
820976,N
821956,N
822912,N
823832,N
824792,N
825772,N
826732,N
827656,N
828632,N
829600,N
830532,N
831508,N
832500,N
833460,N
834424,N
835428,N
836388,N
837336,N
838336,N
839296,N
840228,N
841196,N
842168,N
843100,N
844068,N
845060,N
846004,N
846992,N
847956,N
848912,N
849928,N
850920,N
851860,N
852812,N
853724,N
854608,N
855532,N
856468,N
857376,N
858352,N
859328,N
860236,N
861104,N
861956,N
862768,N
863564,N
864376,N
865236,N
866100,N
867056,N
867956,N
868784,N
869616,N
870452,N
871256,N
872072,N
872940,N
873828,N
874724,N
875732,N
876776,N
877724,N
878676,N
879664,N
880660,N
881644,N
882636,N
883576,N
884440,N
885216,N
885960,N
886772,N
888012,N
889104,N
890176,N
891184,N
892196,N
893216,N
894224,N
895212,N
896212,N
897220,N
898204,N
899208,N
900208,N
901200,N
902208,N
903232,N
904284,N
905332,N
906288,N
907224,N
908164,N
909076,N
910040,N
911032,N
912024,N
912964,N
913924,N
914896,N
915876,N
916908,N
917960,N
918992,N
920036,N
921056,N
922000,N
922936,N
923904,N
924908,N
925884,N
926904,N
927948,N
928932,N
929960,N
930972,N
931908,N
932868,N
933812,N
934716,N
935700,N
936764,N
937780,N
938888,N
939996,N
941044,N
942140,N
943212,N
944240,N
945272,N
946272,N
947248,N
948264,N
949248,N
950232,N
951244,N
952224,N
953184,N
954168,N
955148,N
956084,N
957076,N
958092,N
959056,N
960048,N
961036,N
961984,N
962976,N
963940,N
964852,N
965792,N
966740,N
967660,N
968660,N
969692,N
970740,N
971788,N
972852,N
973896,N
974892,N
975912,N
976904,N
977848,N
978820,N
979780,N
980692,N
981640,N
982656,N
983680,N
984792,N
985888,N
986908,N
987960,N
988968,N
989968,N
991004,N
991988,N
992952,N
993936,N
994908,N
995864,N
996876,N
997916,N
998920,N
999932,N
1000952,N
1001936,N
1002936,N
1003936,N
1004904,N
1005876,N
1006856,N
1007836,N
1008784,N
1009764,N
1010728,N
1011628,N
1012508,N
1013424,N
1014420,N
1015424,N
1016456,N
1017568,N
1018644,N
1019740,N
1020844,N
1021852,N
1022880,N
1023892,N
1024859,N
1025880,N
1026935,N
1027944,N
1028988,N
1030020,N
1030932,N
1031864,N
1032856,N
1033867,N
1034904,N
1035964,N
1036968,N
1038012,N
1039060,N
1040068,N
1041096,N
1042116,N
1043088,N
1044084,N
1045092,N
1046064,N
1047076,N
1048079,N
1049040,N
1050024,N
1051016,N
1051972,N
1052972,N
1053972,N
1054948,N
1055952,N
1056952,N
1057900,N
1058876,N
1059872,N
1060824,N
1061816,N
1062828,N
1063800,N
1064792,N
1065796,N
1066760,N
1067732,N
1068716,N
1069688,N
1070612,N
1071580,N
1072572,N
1073560,N
1074536,N
1075540,N
1076540,N
1077436,N
1078336,N
1079164,N
1079964,N
1080732,N
1081524,N
1082348,N
1083300,N
1084252,N
1085088,N
1085936,N
1086808,N
1087640,N
1088544,N
1089516,N
1090472,N
1091400,N
1092400,N
1093428,N
1094416,N
1095416,N
1096388,N
1097336,N
1098348,N
1099400,N
1100404,N
1101448,N
1102476,N
1103480,N
1104536,N
1105552,N
1106560,N
1107604,N
1108612,N
1109560,N
