time,type
760,N
1560,N
2388,N
3220,N
4064,N
4932,N
5812,N
6696,N
7588,N
8472,N
9336,N
10200,N
11064,N
11948,N
12856,N
13804,N
14792,N
15800,N
16828,N
17892,N
18932,N
19940,N
20952,N
21932,N
22904,N
23888,N
24904,N
25896,N
26884,N
27860,N
28804,N
29764,N
30724,N
31680,N
32607,N
33556,N
34504,N
35452,N
36428,N
37396,N
38352,N
39312,N
40292,N
41268,N
42248,N
43232,N
44212,N
45196,N
46172,N
47152,N
48136,N
49136,N
50128,N
51120,N
52104,N
53080,N
54048,N
55044,N
56040,N
57016,N
57972,N
58908,N
59824,N
60768,N
61712,N
62664,N
63648,N
64647,N
65604,N
66548,N
67520,N
68492,N
69484,N
70476,N
71484,N
72492,N
73504,N
74520,N
75520,N
76508,N
77492,N
78456,N
79428,N
80380,N
81312,N
82236,N
83176,N
84144,N
85076,N
85988,N
86888,N
87796,N
88716,N
89656,N
90612,N
91568,N
92548,N
93528,N
94504,N
95448,N
96376,N
97292,N
98228,N
99184,N
100160,N
101132,N
102104,N
103092,N
104104,N
105100,N
106104,N
107056,N
107980,N
108928,N
109888,N
110844,N
111812,N
112776,N
113752,N
114768,N
115816,N
116864,N
117888,N
118912,N
119904,N
120912,N
121900,N
122896,N
123900,N
124904,N
125912,N
126916,N
127900,N
128895,N
129895,N
130912,N
131932,N
132944,N
133956,N
134972,N
135976,N
137000,N
138016,N
139016,N
140000,N
140992,N
141980,N
142976,N
143952,N
144936,N
145944,N
146956,N
147948,N
148952,N
149956,N
150952,N
151960,N
152972,N
153972,N
155004,N
156020,N
157016,N
158044,N
159068,N
160048,N
161028,N
162032,N
163008,N
163980,N
164984,N
165968,N
166964,N
167980,N
168972,N
169952,N
170896,N
171868,N
172872,N
173836,N
174804,N
175740,N
176660,N
177564,N
178448,N
179320,N
180188,N
181052,N
181928,N
182772,N
183624,N
184500,N
185396,N
186288,N
187224,N
188180,N
189136,N
190104,N
191088,N
192068,N
193072,N
194080,N
195084,N
196108,N
197132,N
198112,N
199124,N
200128,N
201140,N
202156,N
203140,N
204148,N
205140,N
206132,N
207144,N
208168,N
209196,N
210244,N
211268,N
212296,N
213332,N
214356,N
215372,N
216392,N
217396,N
218388,N
219388,N
220380,N
221388,N
222408,N
223412,N
224424,N
225436,N
226440,N
227452,N
228468,N
229480,N
230492,N
231496,N
232484,N
233492,N
234496,N
235508,N
236520,N
237520,N
238512,N
239512,N
240496,N
241476,N
242468,N
243464,N
244436,N
245428,N
246404,N
247372,N
248372,N
249352,N
250340,N
251340,N
252352,N
253372,N
254380,N
255380,N
256387,N
257384,N
258380,N
259380,N
260380,N
261363,N
262340,N
263292,N
264216,N
265196,N
266152,N
267088,N
267984,N
268924,N
269876,N
270832,N
271796,N
272796,N
273780,N
274756,N
275748,N
276736,N
277712,N
278708,N
279688,N
280672,N
281660,N
282628,N
283600,N
284568,N
285528,N
286508,N
287512,N
288500,N
289480,N
290480,N
291464,N
292448,N
293440,N
294416,N
295416,N
296424,N
297416,N
298412,N
299420,N
300404,N
301380,N
302372,N
303340,N
304292,N
305244,N
306224,N
307160,N
308084,N
309032,N
309996,N
310968,N
311960,N
312928,N
313908,N
314900,N
315876,N
316844,N
317820,N
318804,N
319796,N
320784,N
321768,N
322756,N
323764,N
324776,N
325772,N
326792,N
327780,N
328780,N
329788,N
330776,N
331732,N
332672,N
333616,N
334572,N
335536,N
336488,N
337416,N
338348,N
339288,N
340232,N
341180,N
342108,N
343024,N
343984,N
344968,N
345948,N
346908,N
347868,N
348832,N
349796,N
350748,N
351700,N
352640,N
353580,N
354540,N
355500,N
356464,N
357432,N
358400,N
359380,N
360352,N
361320,N
362300,N
363256,N
364220,N
365196,N
366152,N
367112,N
368096,N
369076,N
370044,N
370996,N
371964,N
372940,N
373936,N
374932,N
375912,N
376896,N
377884,N
378864,N
379840,N
380816,N
381780,N
382740,N
383712,N
384668,N
385624,N
386584,N
387536,N
388480,N
389424,N
390364,N
391320,N
392272,N
393216,N
394168,N
395136,N
396088,N
397048,N
398004,N
398964,N
399928,N
400900,N
401856,N
402828,N
403796,N
404752,N
405716,N
406672,N
407624,N
408580,N
409544,N
410488,N
411440,N
412396,N
413344,N
414276,N
415208,N
416132,N
417052,N
417988,N
418924,N
419852,N
420796,N
421724,N
422660,N
423624,N
424584,N
425528,N
426464,N
427412,N
428356,N
429292,N
430236,N
431172,N
432100,N
433048,N
434020,N
434992,N
435964,N
436952,N
437932,N
438908,N
439892,N
440880,N
441860,N
442836,N
443812,N
444780,N
445724,N
446676,N
447640,N
448592,N
449536,N
450488,N
451424,N
452360,N
453292,N
454236,N
455164,N
456088,N
457016,N
457940,N
458872,N
459808,N
460748,N
461704,N
462644,N
463580,N
464508,N
465444,N
466364,N
467296,N
468232,N
469172,N
470116,N
471064,N
472004,N
472940,N
473876,N
474808,N
475740,N
476680,N
477616,N
478552,N
479492,N
480424,N
481360,N
482292,N
483232,N
484172,N
485112,N
486064,N
487020,N
487964,N
488912,N
489860,N
490812,N
491752,N
492704,N
493640,N
494568,N
495512,N
496448,N
497376,N
498324,N
499268,N
500216,N
501172,N
502148,N
503104,N
504048,N
505008,N
505952,N
506896,N
507848,N
508804,N
509752,N
510696,N
511656,N
512620,N
513580,N
514539,N
515500,N
516443,N
517388,N
518323,N
519275,N
520240,N
521196,N
522148,N
523111,N
524059,N
525016,N
525980,N
526932,N
527896,N
528852,N
529796,N
530736,N
531684,N
532628,N
533560,N
534520,N
