time,type
1048,N
2296,N
3524,N
4768,N
5996,N
7248,N
8488,N
9724,N
10968,N
12192,N
13420,N
14652,N
15880,N
17104,N
18316,N
19536,N
20748,N
21952,N
23120,N
24312,N
25504,N
26676,N
27864,N
29060,N
30236,N
31424,N
32607,N
33808,N
35012,N
36212,N
37420,N
38640,N
39844,N
41040,N
42256,N
43436,N
44644,N
45852,N
47040,N
48232,N
49404,N
50600,N
51796,N
52976,N
54164,N
55352,N
56528,N
57696,N
58888,N
60060,N
61256,N
62440,N
63612,N
64775,N
65924,N
67040,N
68208,N
69368,N
70512,N
71664,N
72796,N
73940,N
75088,N
76248,N
77404,N
78568,N
79704,N
80880,N
82048,N
83236,N
84432,N
85620,N
86836,N
88052,N
89252,N
90468,N
91664,N
92884,N
94100,N
95284,N
96484,N
97680,N
98864,N
100056,N
101252,N
102424,N
103628,N
104812,N
106012,N
107196,N
108408,N
109600,N
110812,N
111984,N
113200,N
114408,N
115584,N
116788,N
117984,N
119180,N
120380,N
121560,N
122768,N
123972,N
125168,N
126376,N
127592,N
128788,N
130000,N
131212,N
132408,N
133632,N
134848,N
136032,N
137248,N
138440,N
139644,N
140848,N
142020,N
143224,N
144432,N
145616,N
146816,N
148024,N
149220,N
150412,N
151612,N
152788,N
153980,N
155176,N
156360,N
157540,N
158740,N
159952,N
161144,N
162368,N
163584,N
164788,N
166020,N
167232,N
168436,N
169652,N
170852,N
172060,N
173276,N
174468,N
175672,N
176880,N
178060,N
179260,N
180464,N
181648,N
182856,N
184068,N
185280,N
186472,N
187684,N
188892,N
190092,N
191304,N
192500,N
193720,N
194936,N
196124,N
197332,N
198540,N
199712,N
200924,N
202124,N
203300,N
204504,N
205704,N
206888,N
208080,N
209280,N
210460,N
211660,N
212868,N
214044,N
215252,N
216456,N
217640,N
218848,N
220056,N
221232,N
222440,N
223640,N
224812,N
226012,N
227220,N
228396,N
229592,N
230796,N
231976,N
233164,N
234360,N
235552,N
236752,N
237932,N
239076,N
240264,N
241420,N
242592,N
243760,N
244920,N
246104,N
247284,N
248456,N
249636,N
250816,N
251976,N
253156,N
254336,N
255488,N
256688,N
257887,N
259064,N
260252,N
261444,N
262624,N
263828,N
265040,N
266240,N
267432,N
268644,N
269860,N
271056,N
272268,N
273480,N
274652,N
275860,N
277060,N
278216,N
279420,N
280612,N
281772,N
282972,N
284164,N
285328,N
286520,N
287708,N
288912,N
290092,N
291292,N
292488,N
293668,N
294872,N
296080,N
297248,N
298456,N
299656,N
300824,N
302024,N
303228,N
304412,N
305600,N
306792,N
307968,N
309148,N
310352,N
311548,N
312728,N
313928,N
315104,N
316292,N
317480,N
318652,N
319840,N
321032,N
322224,N
323400,N
324596,N
325760,N
326940,N
328120,N
329304,N
330456,N
331644,N
332824,N
333968,N
335160,N
336344,N
337496,N
338688,N
339872,N
341028,N
342228,N
343424,N
344580,N
345784,N
346976,N
348132,N
349324,N
350500,N
351660,N
352840,N
354024,N
355208,N
356380,N
357576,N
358756,N
359928,N
361120,N
362304,N
363484,N
364628,N
365824,N
366996,N
368196,N
369392,N
370552,N
371760,N
372952,N
374108,N
375308,N
376496,N
377652,N
378840,N
380028,N
381188,N
382364,N
383548,N
384716,N
385908,N
387104,N
388288,N
389480,N
390660,N
391828,N
393016,N
394184,N
395360,N
396528,N
397680,N
398832,N
400016,N
401196,N
402340,N
403512,N
404692,N
405860,N
407048,N
408216,N
409404,N
410596,N
411764,N
412956,N
414140,N
415288,N
416472,N
417644,N
418792,N
419968,N
421140,N
422288,N
423468,N
424648,N
425816,N
426992,N
428180,N
429348,N
430520,N
431696,N
432868,N
434028,N
435200,N
436372,N
437524,N
438708,N
439880,N
441024,N
442204,N
443380,N
444536,N
445708,N
446884,N
448044,N
449216,N
450400,N
451580,N
452748,N
453932,N
455120,N
456284,N
457468,N
458624,N
459800,N
460988,N
462184,N
463360,N
464564,N
465748,N
466940,N
467564,S
469000,N
470200,N
471424,N
472628,N
473788,N
474996,N
476188,N
477348,N
478552,N
479748,N
480904,N
482108,N
483300,N
484456,N
485656,N
486852,N
488016,N
489220,N
490420,N
491596,N
492796,N
493996,N
495196,N
496356,N
497556,N
498752,N
499920,N
501120,N
502316,N
503480,N
504680,N
505880,N
507048,N
508264,N
509472,N
510636,N
511840,N
513039,N
514207,N
515419,N
516620,N
517792,N
519000,N
520207,N
521392,N
522600,N
523808,N
524992,N
526192,N
527412,N
528608,N
529796,N
531008,N
532204,N
533380,N
534596,N
535784,N
536968,N
538184,N
539364,N
540536,N
541752,N
542932,N
544100,N
545308,N
546492,N
547664,N
548868,N
550044,N
551212,N
552412,N
553596,N
554760,N
555956,N
557152,N
558308,N
559500,N
560684,N
561832,N
563024,N
564204,N
565356,N
566544,N
567728,N
568884,N
570068,N
571256,N
572428,N
573620,N
574816,N
575988,N
577172,N
578368,N
579568,N
580724,N
581928,N
583124,N
584280,N
585480,N
586664,N
587820,N
589008,N
590196,N
591364,N
592528,N
593720,N
594884,N
596040,N
597228,N
598392,N
599548,N
600740,N
601904,N
603088,N
604280,N
