time,type
300,N
1264,N
2200,N
3160,N
4104,N
5072,N
6040,N
7004,N
7980,N
8960,N
9936,N
10916,N
11900,N
12900,N
13892,N
14884,N
15884,N
16880,N
17872,N
18880,N
19892,N
20900,N
21900,N
22896,N
23880,N
24856,N
25828,N
26768,N
27708,N
28664,N
29608,N
30576,N
31540,N
32512,N
33488,N
34496,N
35488,N
36484,N
37492,N
38496,N
39508,N
40528,N
41536,N
42548,N
43564,N
44572,N
45580,N
46596,N
47608,N
48612,N
49600,N
50580,N
51572,N
52536,N
53496,N
54456,N
55440,N
56412,N
57384,N
58352,N
59328,N
60308,N
61304,N
62292,N
63300,N
64263,N
65232,N
66200,N
67180,N
68160,N
69140,N
70120,N
71104,N
72088,N
73072,N
74048,N
74996,N
75944,N
76904,N
77864,N
78836,N
79804,N
80776,N
81752,N
82732,N
83724,N
84708,N
85692,N
86664,N
87640,N
88612,N
89584,N
90568,N
91556,N
92532,N
93504,N
94476,N
95452,N
96412,N
97348,N
98312,N
99288,N
100264,N
101248,N
102220,N
103200,N
104176,N
105152,N
106116,N
107076,N
108020,N
108984,N
109940,N
110896,N
111840,N
112788,N
113748,N
114696,N
115644,N
116600,N
117540,N
118468,N
119404,N
120348,N
121308,N
122280,N
123252,N
124220,N
124712,V
126092,N
127032,N
127984,N
128936,N
129904,N
130883,N
131872,N
132876,N
133876,N
134884,N
135900,N
136928,N
137944,N
138972,N
140000,N
141012,N
142028,N
143060,N
144072,N
145084,N
146116,N
147120,N
148132,N
149140,N
150152,N
151164,N
152188,N
153200,N
154224,N
155252,N
156284,N
157296,N
158332,N
159352,N
160372,N
161392,N
162400,N
163400,N
164416,N
165412,N
166408,N
167400,N
168400,N
169400,N
170404,N
171396,N
172392,N
173388,N
174380,N
175364,N
176360,N
177368,N
178360,N
179364,N
180356,N
181344,N
182344,N
183336,N
184324,N
185316,N
186316,N
187304,N
188292,N
189276,N
190264,N
191252,N
192244,N
193224,N
194208,N
195204,N
196192,N
197196,N
198216,N
199212,N
200232,N
201244,N
202240,N
203244,N
204264,N
205264,N
206280,N
207300,N
208304,N
209320,N
210332,N
211332,N
212348,N
213356,N
214356,N
215356,N
216356,N
217348,N
218344,N
219344,N
220332,N
221300,N
222304,N
223300,N
224308,N
224824,V
226220,N
227236,N
228236,N
229224,N
230216,N
231212,N
232212,N
233220,N
234220,N
235228,N
236240,N
237248,N
238256,N
239260,N
240280,N
241292,N
242292,N
243296,N
244304,N
245308,N
246304,N
247308,N
248316,N
249328,N
250340,N
251348,N
252360,N
253372,N
254384,N
255392,N
256399,N
257416,N
258444,N
259464,N
260492,N
261516,N
262536,N
263548,N
264564,N
265580,N
266592,N
267612,N
268628,N
269636,N
270656,N
271668,N
272692,N
273716,N
274720,N
275724,N
276720,N
277716,N
278712,N
279708,N
280712,N
281716,N
282716,N
283712,N
284708,N
285704,N
286700,N
287700,N
288708,N
289724,N
290748,N
291772,N
292788,N
293816,N
294836,N
295844,N
296848,N
297860,N
298864,N
299880,N
300900,N
301912,N
302932,N
303964,N
304996,N
306008,N
307028,N
308044,N
309052,N
310048,N
311060,N
312056,N
313052,N
314052,N
315068,N
316068,N
317080,N
